"","V1","V2","V3"
"223",0,0.733243887140716,1
"384",0,0.932811441670827,1
"165",0,0.997558803056991,1
"358",0,0.777994921233716,1
"313",0,0.80772432894413,1
"238",0,0.773127804909324,1
"205",0,0.423308722239572,1
"153",0,0.967802266157609,1
"328",0,0.642265473187414,1
"369",0,0.89064821379895,1
"138",0,0.74861672925879,1
"352",0,0.41318102816784,1
"200",0,0.599379402777935,1
"306",0,0.968266646417434,1
"13",0,0.878926109185419,1
"258",0,0.961717318084617,1
"21",0,0.974729812148477,1
"303",0,0.902248060626732,1
"255",0,0.989772373485105,1
"170",0,0.871928898451316,1
"241",0,0.726133133635897,1
"273",0,0.995028764574289,1
"323",0,0.561036478693899,1
"230",0,0.799071169012679,1
"77",0,0.996139927130572,1
"402",0,0.922344338861105,1
"62",0,0.740855940433022,1
"99",0,0.938514600687269,1
"34",0,0.732189616220213,1
"114",0,0.807142026286982,1
"274",0,0.963551744352988,1
"174",0,0.940275756072691,1
"130",0,0.995889865694873,1
"69",0,0.628168704758901,1
"164",0,0.962931697861472,1
"396",0,0.971100201427512,1
"161",0,0.982584038584781,1
"25",0,0.94799043013254,1
"72",0,0.721153508357726,1
"30",0,0.442019666017216,1
"57",0,0.981870450148967,1
