"","V1","V2","V3","V4","V5","V6","V7","V8"
"382",0,0.760540984508612,0.917053080222814,0.968118814437068,0.982660960274887,0.991699695566592,0.99330985812307,1
"162",0,0.281905602425294,0.577443634160803,0.789624301841625,0.87507839329092,0.936579761355821,0.948325388367152,1
"190",0,0.56982424870917,0.821779545882382,0.926819184183084,0.959409734773516,0.980326527370014,0.984107596045148,1
"348",0,0.0903326514272364,0.256877182233368,0.487030674141626,0.639242027169269,0.788832178905874,0.822762924909135,1
"404",0,0.542188846225149,0.804785109445478,0.918851868257876,0.954817631903266,0.978046658397777,0.982257967816484,1
"392",0,0.0579387019714769,0.176336494715348,0.370285153113255,0.523226044271059,0.698211507873975,0.741939776902949,1
"5",0,0.274111163572985,0.567940559820365,0.783100665312534,0.870770964630626,0.934233588844116,0.946388861911447,1
"342",0,0.666927584994198,0.874532016539369,0.950358523311714,0.972773947037169,0.986898002070791,0.989429708992584,1
"154",0,0.0348654428594059,0.11170379030426,0.256721243486943,0.3919517422778,0.576081775266684,0.628079933618841,1
"146",0,0.680373551333629,0.881091351168567,0.953166019494167,0.974347946901111,0.987665811565542,0.990050649923179,1
"334",0,0.474455933589966,0.758605883597749,0.896174706002561,0.941551913939282,0.971396763410127,0.976853532617063,1
"244",0,0.807236939269286,0.935804424045685,0.975632757094032,0.986794277173824,0.993692170789005,0.994917797117064,1
"386",0,0.0427854005072326,0.13464316099065,0.299403570301224,0.443696106824508,0.627065861107057,0.676323987420478,1
"282",0,0.315621526007539,0.616176219757656,0.815134373870802,0.891648221900586,0.945499996659615,0.955671759776775,1
"393",0,0.544978672231168,0.806545678860513,0.919686374367099,0.95530026836863,0.978286805900089,0.982452874321002,1
"234",0,0.474625775119771,0.758730592573581,0.896238065247265,0.9415893866651,0.971415682651819,0.976868928494706,1
"322",0,0.0349570018146149,0.111973721268248,0.257240126220946,0.392599580645099,0.576745281371288,0.628714507039045,1
"171",0,0.625248234494487,0.853109643783135,0.941009451833315,0.967502056498132,0.984316917240968,0.987340971292127,1
"129",0,0.587434753533182,0.832114459668571,0.931570118645591,0.962131323431232,0.981672430686253,0.985198734053,1
"102",0,0.730560529549768,0.904199755771063,0.962858065722937,0.979749633375618,0.990291030681175,0.992172300911197,1
"318",0,0.671916250191775,0.876984779174445,0.951411317679902,0.973364679470261,0.987186317046608,0.989662896231381,1
"189",0,0.425739370985214,0.720725012196018,0.876363490060085,0.929720238029078,0.965384483679057,0.971955128404031,1
"293",0,0.635719137493405,0.858653171531084,0.943455579119745,0.968885953289123,0.984995872267797,0.987890618985111,1
"250",0,0.336673916180189,0.638570458316038,0.82913924892127,0.900563729881005,0.950231745263938,0.959558158830782,1
"64",0,0.788046978660052,0.928276407345357,0.972638727340711,0.98515080235399,0.992900974895398,0.994279447470912,1
"332",0,0.585091047227225,0.830760280553403,0.930951589769652,0.961777699274294,0.981497775580984,0.985057171823502,1
"9",0,0.450998239670495,0.740905175486552,0.887059691872836,0.936136758536885,0.968654649592649,0.974620876894432,1
"242",0,0.194235884310979,0.456261834999044,0.697405487338083,0.811370209553812,0.900676388108788,0.918492756996009,1
"149",0,0.35216018340384,0.654246798357301,0.838638658461893,0.90653973682192,0.953377295595399,0.962137730433961,1
"254",0,0.146846513276689,0.374669780898188,0.622022007428795,0.75437883146097,0.86621844767035,0.889457168932725,1
"80",0,0.533205817235007,0.799044927038684,0.91611615471618,0.95323270412752,0.977257160369925,0.981617072616471,1
"224",0,0.577456454363749,0.826304168771349,0.928907781646165,0.960607723860322,0.980919451698727,0.984588357000707,1
"308",0,0.166500278870646,0.410156214017106,0.656346433195689,0.78091721249443,0.882554280994959,0.903272232238031,1
"57",0,0.448822122101517,0.739213710102004,0.88617579171053,0.935609067468377,0.96838657463101,0.974402478542995,1
"60",0,0.319885808164199,0.620817636276061,0.818080196982732,0.893534048547205,0.946504783552624,0.956497643704166,1
"1",0,0.672633253838579,0.877335436432133,0.951561538563319,0.97344892161324,0.987227417772549,0.98969613608181,1
"20",0,0.0936490879952962,0.264529994430888,0.496954836349755,0.648347644854945,0.795370750614652,0.828479313974298,1
"286",0,0.295349467998288,0.593336121233704,0.800296476020162,0.882063026578418,0.940360080680234,0.951441879639801,1
"267",0,0.902764653722585,0.969986775888658,0.988860089533681,0.994000034035172,0.997144953502181,0.997701247862439,1
"289",0,0.448119214178292,0.738665501725846,0.885888828014266,0.935437650955718,0.968299459350589,0.974331501524119,1
"120",0,0.371767165700416,0.673195502097694,0.849801872958487,0.913490026399421,0.95700963029491,0.965112522975102,1
