"","V1","V2","V3"
"350",0,0.999882940652326,1
"181",0,0.999976696205928,1
"279",0,0.999959747699768,1
"117",0,0.999849301885274,1
"249",0,0.999999996577744,1
"157",0,0.999903510905967,1
"382",0,0.999999762615834,1
"39",0,0.999976337922523,1
"73",0,0.996882341367245,1
"386",0,0.999829230484013,1
"184",0,0.999187766493271,1
"215",0,0.996330943937246,1
"13",0,0.996835504386819,1
"266",0,0.998955603113448,1
"288",0,0.998900283559794,1
"295",0,0.667566274051745,1
"221",0,0.0198932144613718,1
"344",0,0.972674962197233,1
"11",0,0.999808708091401,1
"231",0,0.999924075041305,1
"355",0,0.542094581620161,1
"111",0,0.999961640515362,1
"91",0,0.994679458511896,1
"298",0,0.994191919729726,1
"261",0,0.999976239468598,1
"121",0,0.999524086489105,1
"365",0,0.684129363019049,1
"385",0,0.992493558611284,1
"268",0,0.998459672711566,1
"87",0,0.99759439411348,1
"75",0,0.999995106352225,1
"340",0,0.992012311406315,1
"219",0,0.997393766061274,1
"90",0,0.999740530729543,1
"143",0,0.999814005284717,1
"130",0,0.999998711739948,1
"318",0,0.999894342574098,1
"114",0,0.99935442243742,1
"134",0,0.999999944773269,1
"260",0,0.996093386467612,1
"246",0,0.999329856133841,1
