"","V1","V2","V3"
"295",0,0.734881282592661,1
"228",0,0.986425405569508,1
"64",0,0.95961769482946,1
"127",0,0.922711529101342,1
"291",0,0.844660903739331,1
"55",0,0.946840469662838,1
"155",0,0.304528226595674,1
"304",0,0.927587653325684,1
"215",0,0.974072922695772,1
"78",0,0.98351316252683,1
"379",0,0.942093944686342,1
"313",0,0.566199281533387,1
"167",0,0.757020799732856,1
"6",0,0.827195570076307,1
"274",0,0.974332506975291,1
"332",0,0.246376115340575,1
"37",0,0.99631523987182,1
"283",0,0.983525590853755,1
"275",0,0.998729610468949,1
"22",0,0.93226916831738,1
"256",0,0.999978281651658,1
"79",0,0.953515536410444,1
"20",0,0.831530786302032,1
"260",0,0.813731483761886,1
"69",0,0.424205981782932,1
"42",0,0.872507741608373,1
"133",0,0.985798030158785,1
"343",0,0.81076300355462,1
"368",0,0.755307898371701,1
"327",0,0.998381381682227,1
"52",0,0.997714669326054,1
"398",0,0.999470787683258,1
"188",0,0.866798623953813,1
"237",0,0.632135985499256,1
"336",0,0.999497597923197,1
"47",0,0.170135035824728,1
"202",0,0.898783503316525,1
"90",0,0.990565011652865,1
"179",0,0.881833630507119,1
"206",0,0.870168966200237,1
"198",0,0.220892927774322,1
